Verb,Full Sentence,SUBJ,OBJ,Q1: Has Object been hurt or weakened in some way?,Q2: Has Object been helped or supported in some way?,Q3: How do you think that the Object feels about the outcome?,Q4: Do you think that anyone values Object?,Q5: How Object Feels About Subject?,Q6: How do you/reader feel about the outcome?,Q7: How a Reader Feels About Object?,Q8: How a Reader Feels About Subject?,Q9: Has Subject been hurt or weakened in some way?,Q10: Has Subject been helped or supported in some way?,Q11: How do you think that the Subject feels about the outcome?,Q12: Do you think that anyone values Subject?,Q13: How Subject Feels About Object?,Q14: How do you think that the Writer feels about the outcome?,Q15: How the Writer Feels About Object?,Q16: How the Writer Feels About Subject?
hire,the <span style='color:#0000CD'>editor</span> <u>hired</u> <span style='color:#006400'>her</span>.,editor,her,-1,1,0.5,1,0.5,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
hire,the <span style='color:#0000CD'>editor</span> <u>hired</u> <span style='color:#006400'>her</span>.,editor,her,-1,1,1,1,1,0.5,0.5,0.5,-1,1,1,1,1,0,0.5,0.5
hire,the <span style='color:#0000CD'>employer</span> will <u>hire</u> <span style='color:#006400'>someone</span>.,employer,someone,-1,1,0,1,0.5,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
hire,the <span style='color:#0000CD'>employer</span> will <u>hire</u> <span style='color:#006400'>someone</span>.,employer,someone,1,-1,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0
hire,the <span style='color:#0000CD'>council</span> <u>hired</u> a <span style='color:#006400'>director</span>.,council,director,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
hire,the <span style='color:#0000CD'>defendant</span> <u>hired</u> a <span style='color:#006400'>horse</span>.,defendant,horse,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
hire,the <span style='color:#0000CD'>defendant</span> <u>hired</u> a <span style='color:#006400'>horse</span>.,defendant,horse,-1,1,-0.5,1,0,0.5,0.5,0.5,-1,1,1,1,1,0.5,0.5,0.5
hire,the <span style='color:#0000CD'>defendant</span> <u>hired</u> a <span style='color:#006400'>horse</span>.,defendant,horse,-1,1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0
hire,the <span style='color:#0000CD'>organization</span> <u>hired</u> a <span style='color:#006400'>director</span>.,organization,director,-1,1,1,1,0.5,0,0,0,-1,1,0,1,0,0.5,0,0
hire,the <span style='color:#0000CD'>organization</span> <u>hired</u> a <span style='color:#006400'>director</span>.,organization,director,-1,1,1,1,1,0.5,0,0,-1,1,0.5,1,1,0.5,0,0
hire,the <span style='color:#0000CD'>organization</span> <u>hired</u> a <span style='color:#006400'>director</span>.,organization,director,-1,1,1,1,1,1,1,1,-1,-1,0.5,1,1,0,0,0
hire,the <span style='color:#0000CD'>organization</span> <u>hired</u> a <span style='color:#006400'>director</span>.,organization,director,-1,1,1,1,1,0,0,0,-1,1,0.5,1,0.5,0,0,0
hire,the <span style='color:#0000CD'>president</span> <u>hired</u> a <span style='color:#006400'>man</span>.,president,man,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
hire,the <span style='color:#0000CD'>president</span> <u>hired</u> a <span style='color:#006400'>man</span>.,president,man,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
waste,the <span style='color:#0000CD'>government</span> <u>wasted</u> a <span style='color:#006400'>lot</span>.,government,lot,-1,-1,0,1,0,0,0,-0.5,-1,-1,0.5,1,0,0,0,-0.5
waste,the <span style='color:#0000CD'>government</span> <u>wasted</u> a <span style='color:#006400'>lot</span>.,government,lot,-1,1,0,1,0,0,0.5,0,-1,1,-1,-1,-0.5,-0.5,-0.5,-0.5
waste,a <span style='color:#0000CD'>party</span> <u>wasted</u> the <span style='color:#006400'>country</span>.,party,country,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
waste,the <span style='color:#0000CD'>woman</span> <u>wastes</u> her <span style='color:#006400'>strength</span>.,woman,strength,-1,-1,0,1,0,-0.5,0,-0.5,-1,-1,-1,1,-1,-0.5,-0.5,-0.5
waste,the <span style='color:#0000CD'>woman</span> <u>wastes</u> her <span style='color:#006400'>strength</span>.,woman,strength,1,-1,0,1,0,-0.5,0.5,0.5,1,-1,-0.5,1,0.5,-0.5,0.5,0.5
waste,the <span style='color:#0000CD'>woman</span> <u>wastes</u> her <span style='color:#006400'>strength</span>.,woman,strength,1,-1,-1,1,0,-1,0.5,0.5,1,-1,-1,1,1,-1,-1,0.5
waste,the <span style='color:#0000CD'>army</span> <u>wasted</u> <span style='color:#006400'>time</span>.,army,time,-1,-1,0,-1,0,-1,0,0.5,-1,-1,-0.5,1,-0.5,-1,0,0.5
waste,a <span style='color:#0000CD'>man</span> has <u>wasted</u> a <span style='color:#006400'>day</span>.,man,day,1,-1,0,1,0,-1,0.5,0.5,1,-1,-1,1,0.5,-0.5,0.5,0.5
waste,a <span style='color:#0000CD'>man</span> has <u>wasted</u> a <span style='color:#006400'>day</span>.,man,day,-1,-1,0,1,0,-1,1,-1,1,-1,-1,-1,0.5,-1,1,-1
waste,a <span style='color:#0000CD'>man</span> has <u>wasted</u> a <span style='color:#006400'>day</span>.,man,day,1,-1,0,1,-1,-0.5,-0.5,-0.5,1,-1,-1,-1,-1,-1,-1,-1
waste,the <span style='color:#0000CD'>government</span> <u>wasted</u> <span style='color:#006400'>time</span>.,government,time,-1,-1,0,-1,0,-0.5,0,-0.5,1,-1,-0.5,1,0,0,0,0
waste,the <span style='color:#0000CD'>government</span> <u>wasted</u> <span style='color:#006400'>time</span>.,government,time,-1,-1,0,1,0,-0.5,0,0,1,-1,-0.5,1,-0.5,-0.5,0,0
waste,the <span style='color:#0000CD'>government</span> <u>wasted</u> <span style='color:#006400'>time</span>.,government,time,1,-1,0,1,0,-0.5,0,-1,-1,-1,-0.5,1,-1,-0.5,0,-1
waste,an <span style='color:#0000CD'>woman</span> will <u>waste</u> her <span style='color:#006400'>money</span>.,woman,money,1,-1,0,1,0,-1,1,-1,1,-1,-1,-1,1,-1,0.5,-1
waste,an <span style='color:#0000CD'>woman</span> will <u>waste</u> her <span style='color:#006400'>money</span>.,woman,money,-1,-1,0,1,0,-1,1,-0.5,1,-1,-1,1,1,-1,1,-0.5
consist,<span style='color:#0000CD'>system</span> <u>consists</u> a <span style='color:#006400'>part</span>.,system,part,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
consist,<span style='color:#0000CD'>system</span> <u>consists</u> a <span style='color:#006400'>part</span>.,system,part,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
consist,<span style='color:#0000CD'>system</span> <u>consists</u> a <span style='color:#006400'>part</span>.,system,part,-1,-1,0,1,0,0,0.5,0.5,-1,-1,0,1,0,0,0.5,0.5
consist,the <span style='color:#0000CD'>wall</span> <u>consists</u> a <span style='color:#006400'>layer</span>.,wall,layer,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
consist,the <span style='color:#0000CD'>wall</span> <u>consists</u> a <span style='color:#006400'>layer</span>.,wall,layer,-1,-1,0,-1,0,0,0,0,-1,1,0,-1,0,0,0,0
consist,the <span style='color:#0000CD'>wall</span> <u>consists</u> a <span style='color:#006400'>layer</span>.,wall,layer,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
consist,<span style='color:#0000CD'>wherein</span> <u>consisted</u> the <span style='color:#006400'>difficulty</span>.,wherein,difficulty,-1,1,0,1,0,0,0,0,-1,-1,0,-1,0,-1,-1,0
consist,<span style='color:#0000CD'>wherein</span> <u>consisted</u> the <span style='color:#006400'>difficulty</span>.,wherein,difficulty,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,-0.5,-0.5,0
consist,the <span style='color:#0000CD'>whereof</span> <u>consists</u> the <span style='color:#006400'>latter</span>.,whereof,latter,-1,-1,0,-1,0,0.5,0.5,0.5,-1,-1,0,-1,0,0.5,0.5,0.5
consist,the <span style='color:#0000CD'>whereof</span> <u>consists</u> the <span style='color:#006400'>latter</span>.,whereof,latter,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
consist,the <span style='color:#0000CD'>whereof</span> <u>consists</u> the <span style='color:#006400'>latter</span>.,whereof,latter,-1,1,0,-1,0,0,0,0,-1,1,0,-1,0,0,0,0
consist,<span style='color:#0000CD'>herein</span> <u>consists</u> the <span style='color:#006400'>service</span>.,herein,service,-1,1,0,1,0,-0.5,-0.5,-0.5,1,1,-0.5,1,-0.5,-0.5,0,0
consist,<span style='color:#0000CD'>herein</span> <u>consists</u> the <span style='color:#006400'>service</span>.,herein,service,-1,-1,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,0
consist,<span style='color:#0000CD'>herein</span> <u>consists</u> the <span style='color:#006400'>service</span>.,herein,service,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
consist,the <span style='color:#0000CD'>treatment</span> <u>consists</u> <span style='color:#006400'>mg</span>.,treatment,mg,-1,-1,0.5,1,0.5,1,0.5,0.5,-1,-1,0.5,1,0.5,1,1,1
wish,the <span style='color:#0000CD'>author</span> <u>wishes</u> the <span style='color:#006400'>reader</span>.,author,reader,-1,1,0.5,1,0.5,0,0.5,0.5,-1,1,0.5,1,0.5,0,0.5,0.5
wish,the <span style='color:#0000CD'>author</span> <u>wishes</u> the <span style='color:#006400'>reader</span>.,author,reader,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
wish,the <span style='color:#0000CD'>author</span> <u>wishes</u> the <span style='color:#006400'>reader</span>.,author,reader,1,-1,-1,1,0,0.5,0.5,0,-1,1,-0.5,-1,0,0,0.5,0.5
wish,the <span style='color:#0000CD'>author</span> will <u>wish</u> <span style='color:#006400'>him</span>.,author,him,-1,1,0.5,1,0.5,0,0,0,-1,-1,0.5,1,0.5,0,0,0
wish,the <span style='color:#0000CD'>teacher</span> <u>wishes</u> a <span style='color:#006400'>child</span>.,teacher,child,-1,1,0.5,1,1,0.5,0.5,0.5,-1,-1,0.5,1,1,0.5,0.5,0.5
wish,the <span style='color:#0000CD'>teacher</span> <u>wishes</u> a <span style='color:#006400'>child</span>.,teacher,child,-1,1,0.5,1,0.5,1,1,0.5,-1,-1,1,1,1,0,0.5,0.5
wish,the <span style='color:#0000CD'>teacher</span> <u>wishes</u> a <span style='color:#006400'>child</span>.,teacher,child,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
wish,the <span style='color:#0000CD'>author</span> <u>wishes</u> <span style='color:#006400'>luck</span>.,author,luck,-1,-1,0,1,0,1,1,0.5,-1,-1,1,1,1,1,1,0.5
wish,the <span style='color:#0000CD'>author</span> <u>wishes</u> <span style='color:#006400'>luck</span>.,author,luck,-1,1,1,1,0.5,1,0.5,1,-1,1,0.5,1,1,0.5,1,0.5
wish,the <span style='color:#0000CD'>captain</span> <u>wished</u> <span style='color:#006400'>luck</span>.,captain,luck,-1,-1,0,-1,0,1,1,1,-1,-1,1,1,1,0,0,0
wish,the <span style='color:#0000CD'>captain</span> <u>wished</u> <span style='color:#006400'>luck</span>.,captain,luck,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,1,1,0.5,0.5,0.5,0.5
wish,the <span style='color:#0000CD'>writer</span> <u>wishes</u> <span style='color:#006400'>them</span>.,writer,them,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
wish,the <span style='color:#0000CD'>writer</span> <u>wishes</u> <span style='color:#006400'>them</span>.,writer,them,-1,-1,0,-1,0,0.5,0.5,0.5,-1,1,0.5,1,1,0.5,0.5,0.5
wish,the <span style='color:#0000CD'>writer</span> <u>wishes</u> <span style='color:#006400'>them</span>.,writer,them,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
wish,her <span style='color:#0000CD'>father</span> <u>wished</u> <span style='color:#006400'>her</span>.,father,her,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
tell,<span style='color:#0000CD'>woman</span> <u>told</u> the <span style='color:#006400'>court</span>.,woman,court,-1,1,0,1,0,0,0.5,0.5,-1,-1,0,1,0,0,0.5,0.5
tell,when the <span style='color:#0000CD'>police</span> <u>told</u> <span style='color:#006400'>him</span>.,police,him,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
tell,when the <span style='color:#0000CD'>girl</span> <u>told</u> <span style='color:#006400'>her</span>.,girl,her,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
tell,when the <span style='color:#0000CD'>girl</span> <u>told</u> <span style='color:#006400'>her</span>.,girl,her,-1,1,0,1,0.5,0,0.5,0,-1,-1,0,1,0.5,0,0.5,0
tell,when the <span style='color:#0000CD'>girl</span> <u>told</u> <span style='color:#006400'>her</span>.,girl,her,-1,1,0,1,-0.5,-0.5,-0.5,-0.5,1,-1,0,1,-0.5,-0.5,0,0
tell,when a <span style='color:#0000CD'>guard</span> <u>told</u> <span style='color:#006400'>him</span>.,guard,him,-1,1,0,1,0.5,0,0.5,0.5,-1,-1,0,1,0.5,0,0.5,0.5
tell,when a <span style='color:#0000CD'>guard</span> <u>told</u> <span style='color:#006400'>him</span>.,guard,him,-1,1,-0.5,1,-0.5,-1,-1,0,-1,-1,-0.5,1,-0.5,0,0,0
tell,when the <span style='color:#0000CD'>governor</span> <u>told</u> <span style='color:#006400'>her</span>.,governor,her,-1,-1,0,1,0.5,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
tell,when the <span style='color:#0000CD'>governor</span> <u>told</u> <span style='color:#006400'>her</span>.,governor,her,-1,1,-0.5,-1,-0.5,0,0,0,-1,-1,-0.5,1,-0.5,0,0,0
tell,when a <span style='color:#0000CD'>doctor</span> <u>told</u> <span style='color:#006400'>him</span>.,doctor,him,-1,1,0,1,0,0,0,0.5,-1,-1,0,1,0.5,0,0,0.5
tell,when a <span style='color:#0000CD'>doctor</span> <u>told</u> <span style='color:#006400'>him</span>.,doctor,him,-1,1,0.5,1,0.5,0,0,0,-1,-1,0,1,0,0,0,0
tell,when a <span style='color:#0000CD'>doctor</span> <u>told</u> <span style='color:#006400'>him</span>.,doctor,him,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
tell,when her <span style='color:#0000CD'>secretary</span> <u>told</u> <span style='color:#006400'>her</span>.,secretary,her,-1,1,0.5,1,0.5,0,0.5,0.5,-1,-1,0.5,1,0.5,0,0.5,0.5
tell,when her <span style='color:#0000CD'>secretary</span> <u>told</u> <span style='color:#006400'>her</span>.,secretary,her,-1,1,0.5,1,1,0.5,1,0.5,-1,-1,1,1,0,0.5,1,0.5
tell,when her <span style='color:#0000CD'>secretary</span> <u>told</u> <span style='color:#006400'>her</span>.,secretary,her,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
record,the <span style='color:#0000CD'>historian</span> will <u>record</u> the <span style='color:#006400'>fact</span>.,historian,fact,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
record,the <span style='color:#0000CD'>historian</span> will <u>record</u> the <span style='color:#006400'>fact</span>.,historian,fact,-1,-1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,1,0,0.5,0.5
record,the <span style='color:#0000CD'>company</span> <u>records</u> the <span style='color:#006400'>payment</span>.,company,payment,-1,-1,0,1,0,0,0,0,-1,1,0.5,1,0.5,0,0,0
record,the <span style='color:#0000CD'>officer</span> will <u>record</u> the <span style='color:#006400'>name</span>.,officer,name,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
record,the <span style='color:#0000CD'>officer</span> will <u>record</u> the <span style='color:#006400'>name</span>.,officer,name,1,-1,0,1,-1,-0.5,-0.5,-0.5,-1,1,0,1,-1,-0.5,0,0
record,the <span style='color:#0000CD'>officer</span> will <u>record</u> the <span style='color:#006400'>name</span>.,officer,name,1,-1,0,-1,-1,0,0,0,-1,-1,0,1,-0.5,-0.5,0,-0.5
record,the <span style='color:#0000CD'>lessee</span> <u>records</u> <span style='color:#006400'>expense</span>.,lessee,expense,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
record,the <span style='color:#0000CD'>lessee</span> <u>records</u> <span style='color:#006400'>expense</span>.,lessee,expense,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
record,the <span style='color:#0000CD'>clerk</span> will <u>record</u> <span style='color:#006400'>application</span>.,clerk,application,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
record,the <span style='color:#0000CD'>industry</span> <u>recorded</u> <span style='color:#006400'>progress</span>.,industry,progress,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
record,the <span style='color:#0000CD'>industry</span> <u>recorded</u> <span style='color:#006400'>progress</span>.,industry,progress,-1,-1,0,1,0,0.5,1,0.5,-1,1,0.5,1,1,0.5,1,0.5
record,the <span style='color:#0000CD'>industry</span> <u>recorded</u> <span style='color:#006400'>progress</span>.,industry,progress,-1,1,0,1,0,1,1,0.5,-1,1,0,1,0,1,1,0
record,the <span style='color:#0000CD'>buyer</span> will <u>record</u> the <span style='color:#006400'>interest</span>.,buyer,interest,-1,1,0,1,0,1,0.5,0.5,-1,1,1,1,1,0.5,0,0.5
record,the <span style='color:#0000CD'>buyer</span> will <u>record</u> the <span style='color:#006400'>interest</span>.,buyer,interest,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
record,the <span style='color:#0000CD'>buyer</span> will <u>record</u> the <span style='color:#006400'>interest</span>.,buyer,interest,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0.5,0,0.5
convince,the <span style='color:#0000CD'>war</span> <u>convinced</u> the <span style='color:#006400'>government</span>.,war,government,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1
convince,the <span style='color:#0000CD'>war</span> <u>convinced</u> the <span style='color:#006400'>government</span>.,war,government,-1,-1,0.5,1,0.5,0,0,-0.5,-1,-1,0,-1,0,0,0,0
convince,this <span style='color:#0000CD'>argument</span> <u>convinced</u> the <span style='color:#006400'>emperor</span>.,argument,emperor,-1,1,1,1,0.5,0,0.5,0.5,-1,-1,0,1,0,0.5,0.5,0.5
convince,this <span style='color:#0000CD'>argument</span> <u>convinced</u> the <span style='color:#006400'>emperor</span>.,argument,emperor,-1,1,1,1,-1,1,1,-1,-1,-1,0,-1,0,1,1,-1
convince,this <span style='color:#0000CD'>argument</span> <u>convinced</u> the <span style='color:#006400'>emperor</span>.,argument,emperor,-1,-1,1,1,0.5,0.5,0,0,-1,-1,0,1,0,0.5,0,0
convince,a <span style='color:#0000CD'>experience</span> has <u>convinced</u> the <span style='color:#006400'>author</span>.,experience,author,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
convince,a <span style='color:#0000CD'>experience</span> has <u>convinced</u> the <span style='color:#006400'>author</span>.,experience,author,-1,1,1,1,0.5,0.5,0.5,0,-1,-1,0,1,0,0.5,0.5,0.5
convince,the <span style='color:#0000CD'>state</span> will <u>convince</u> the <span style='color:#006400'>court</span>.,state,court,-1,1,0.5,1,-1,-1,1,1,1,1,1,1,-1,1,1,1
convince,the <span style='color:#0000CD'>state</span> will <u>convince</u> the <span style='color:#006400'>court</span>.,state,court,-1,-1,-0.5,1,-1,0.5,0.5,-0.5,-1,-1,1,1,-1,1,0.5,-0.5
convince,the <span style='color:#0000CD'>state</span> will <u>convince</u> the <span style='color:#006400'>court</span>.,state,court,-1,1,0,1,0,1,0.5,0.5,-1,-1,0,1,0,1,0.5,0
convince,a <span style='color:#0000CD'>friend</span> <u>convinced</u> <span style='color:#006400'>her</span>.,friend,her,-1,1,0,1,1,0.5,0.5,0.5,-1,-1,1,1,1,0.5,0.5,0.5
convince,a <span style='color:#0000CD'>friend</span> <u>convinced</u> <span style='color:#006400'>her</span>.,friend,her,-1,1,-0.5,1,0.5,0,0,0,-1,-1,0.5,1,0.5,0,0,0
convince,a <span style='color:#0000CD'>friend</span> <u>convinced</u> <span style='color:#006400'>her</span>.,friend,her,-1,1,0,1,1,0,0,0,-1,-1,0,1,1,0,0,0
convince,<span style='color:#0000CD'>mother</span> <u>convinced</u> <span style='color:#006400'>him</span>.,mother,him,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,1,0,0,0
convince,<span style='color:#0000CD'>mother</span> <u>convinced</u> <span style='color:#006400'>him</span>.,mother,him,-1,1,0,1,0.5,0.5,0.5,1,-1,-1,1,1,1,0.5,0.5,1
limit,the <span style='color:#0000CD'>judge</span> will <u>limit</u> <span style='color:#006400'>examination</span>.,judge,examination,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
limit,the <span style='color:#0000CD'>judge</span> will <u>limit</u> <span style='color:#006400'>examination</span>.,judge,examination,1,-1,0,-1,0,-0.5,0.5,-0.5,-1,-1,-0.5,1,-0.5,-0.5,0.5,-0.5
limit,the <span style='color:#0000CD'>judge</span> will <u>limit</u> <span style='color:#006400'>examination</span>.,judge,examination,1,-1,0,1,0,0,0,0,-1,-1,0,1,-0.5,0,0,0
limit,a <span style='color:#0000CD'>society</span> <u>limits</u> the <span style='color:#006400'>degree</span>.,society,degree,1,-1,0,1,0,-0.5,0,0,-1,-1,-0.5,1,0,-1,0,-0.5
limit,a <span style='color:#0000CD'>society</span> <u>limits</u> the <span style='color:#006400'>degree</span>.,society,degree,-1,-1,0,-1,0,-0.5,0,-0.5,-1,-1,0,-1,-0.5,-0.5,0,-0.5
limit,a <span style='color:#0000CD'>society</span> <u>limits</u> the <span style='color:#006400'>degree</span>.,society,degree,1,-1,0,-1,0,-0.5,0,0.5,-1,-1,0.5,1,-0.5,0.5,0,0.5
limit,the <span style='color:#0000CD'>inability</span> <u>limits</u> the <span style='color:#006400'>utility</span>.,inability,utility,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1
limit,the <span style='color:#0000CD'>inability</span> <u>limits</u> the <span style='color:#006400'>utility</span>.,inability,utility,1,-1,0,1,0,0,0,-0.5,-1,-1,0,1,0,-0.5,0,-0.5
limit,the <span style='color:#0000CD'>inability</span> <u>limits</u> the <span style='color:#006400'>utility</span>.,inability,utility,1,-1,0,1,-0.5,0,0,-1,-1,-1,0,-1,0,0,0,-0.5
limit,a <span style='color:#0000CD'>number</span> <u>limit</u> the <span style='color:#006400'>utility</span>.,number,utility,1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
limit,a <span style='color:#0000CD'>number</span> <u>limit</u> the <span style='color:#006400'>utility</span>.,number,utility,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
limit,an <span style='color:#0000CD'>infant</span> will <u>limit</u> an <span style='color:#006400'>use</span>.,infant,use,1,-1,0,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1
limit,an <span style='color:#0000CD'>association</span> will <u>limit</u> the <span style='color:#006400'>amount</span>.,association,amount,1,-1,0,1,0,0,0,0,-1,1,0.5,1,-1,0,0,0
limit,an <span style='color:#0000CD'>association</span> will <u>limit</u> the <span style='color:#006400'>amount</span>.,association,amount,1,-1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
limit,an <span style='color:#0000CD'>association</span> will <u>limit</u> the <span style='color:#006400'>amount</span>.,association,amount,1,-1,0,1,0,0,0,1,-1,-1,0.5,1,0,0,0,1
demonstrate,<span style='color:#0000CD'>applicant</span> will <u>demonstrate</u> <span style='color:#006400'>need</span>.,applicant,need,-1,1,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,0
demonstrate,<span style='color:#0000CD'>applicant</span> will <u>demonstrate</u> <span style='color:#006400'>need</span>.,applicant,need,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,-0.5,0,0,0
demonstrate,<span style='color:#0000CD'>applicant</span> will <u>demonstrate</u> <span style='color:#006400'>need</span>.,applicant,need,-1,1,0,1,0,0,-0.5,0,-1,-1,1,1,-0.5,0,-0.5,0
demonstrate,the <span style='color:#0000CD'>patient</span> <u>demonstrates</u> <span style='color:#006400'>activity</span>.,patient,activity,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,1,1,1,0.5,0.5,0.5
demonstrate,the <span style='color:#0000CD'>patient</span> <u>demonstrates</u> <span style='color:#006400'>activity</span>.,patient,activity,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
demonstrate,the <span style='color:#0000CD'>patient</span> <u>demonstrates</u> <span style='color:#006400'>activity</span>.,patient,activity,-1,-1,0,1,0,0,0,0.5,-1,1,0.5,1,1,0,0,0
demonstrate,the <span style='color:#0000CD'>student</span> will <u>demonstrate</u> <span style='color:#006400'>competence</span>.,student,competence,-1,-1,0,1,0,0,1,0.5,-1,1,0,1,0.5,0.5,0.5,0.5
demonstrate,the <span style='color:#0000CD'>student</span> will <u>demonstrate</u> <span style='color:#006400'>competence</span>.,student,competence,-1,1,0.5,-1,0.5,0,0.5,0,1,-1,0,1,0,0.5,0.5,0
demonstrate,the <span style='color:#0000CD'>client</span> will <u>demonstrate</u> <span style='color:#006400'>acceptance</span>.,client,acceptance,-1,1,0,1,0,0,0.5,0,-1,-1,0,1,0,0,0.5,1
demonstrate,the <span style='color:#0000CD'>client</span> will <u>demonstrate</u> <span style='color:#006400'>acceptance</span>.,client,acceptance,1,1,0,1,0,-0.5,-0.5,0.5,1,-1,-0.5,1,-1,-0.5,0,0
demonstrate,the <span style='color:#0000CD'>client</span> will <u>demonstrate</u> <span style='color:#006400'>acceptance</span>.,client,acceptance,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,0.5,0,0.5
demonstrate,the <span style='color:#0000CD'>patient</span> will <u>demonstrate</u> <span style='color:#006400'>evidence</span>.,patient,evidence,-1,-1,0,1,0,0.5,0.5,0,1,1,1,-1,0.5,0,-0.5,-0.5
demonstrate,the <span style='color:#0000CD'>patient</span> will <u>demonstrate</u> <span style='color:#006400'>evidence</span>.,patient,evidence,-1,-1,0,1,0,0,0,0,1,-1,0,1,0,0,0,0
demonstrate,the <span style='color:#0000CD'>teacher</span> will <u>demonstrate</u> the <span style='color:#006400'>skill</span>.,teacher,skill,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
demonstrate,the <span style='color:#0000CD'>teacher</span> will <u>demonstrate</u> the <span style='color:#006400'>skill</span>.,teacher,skill,-1,-1,0,1,0,0.5,0,0.5,-1,-1,1,1,1,0.5,0,0.5
issue,the <span style='color:#0000CD'>server</span> <u>issues</u> a <span style='color:#006400'>message</span>.,server,message,1,1,0.5,1,-0.5,0,0,-0.5,-1,1,-0.5,1,-1,0,0.5,0
issue,the <span style='color:#0000CD'>server</span> <u>issues</u> a <span style='color:#006400'>message</span>.,server,message,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
issue,the <span style='color:#0000CD'>server</span> <u>issues</u> a <span style='color:#006400'>message</span>.,server,message,-1,-1,0,1,0,0.5,-0.5,-0.5,-1,-1,0.5,1,-0.5,0.5,0,-0.5
issue,the <span style='color:#0000CD'>president</span> <u>issues</u> a <span style='color:#006400'>order</span>.,president,order,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
issue,the <span style='color:#0000CD'>president</span> <u>issues</u> a <span style='color:#006400'>order</span>.,president,order,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
issue,the <span style='color:#0000CD'>company</span> <u>issues</u> a <span style='color:#006400'>commitment</span>.,company,commitment,-1,1,0,1,0,0,0,0,-1,1,0.5,1,0.5,0.5,0.5,0.5
issue,the <span style='color:#0000CD'>company</span> <u>issues</u> a <span style='color:#006400'>commitment</span>.,company,commitment,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
